id,climate,land_use_type,region,forest_condition_type,from_year,forest_type,agb_min,agb_max,agb_growth_min,agb_growth_max,agb_unit,agb_min_min,agb_max_max,agb_growth_min_min,agb_growth_max_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 4.7, 4.8, 4.9, 4.10, 4.12; 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, tables 4.12."
10241,Tropical Montane,Mountain System,South America,Secondary,0,Natural,35.673,35.673,2.068,2.068,tC/ha,11.656,59.69,1.316,2.82,
10242,Tropical Montane,Mountain System,South America,Secondary,0,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10243,Tropical Montane,Mountain System,Central America,Secondary,0,Natural,35.673,35.673,2.068,2.068,tC/ha,11.656,59.69,1.316,2.82,
10244,Tropical Montane,Mountain System,Central America,Secondary,0,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10245,Tropical Montane,Mountain System,Caribbean,Secondary,0,Natural,35.673,35.673,2.068,2.068,tC/ha,11.656,59.69,1.316,2.82,
10246,Tropical Montane,Mountain System,Caribbean,Secondary,0,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10247,Tropical Montane,Mountain System,North America,Secondary,0,Natural,35.673,35.673,2.068,2.068,tC/ha,11.656,59.69,1.316,2.82,
10248,Tropical Montane,Mountain System,North America,Secondary,0,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10249,Tropical Montane,Mountain System,Central Asia,Primary,0,Natural,203.745,203.745,-0.329,-0.329,tC/ha,134.42,273.07,-1.786,1.128,
10250,Tropical Montane,Mountain System,Eastern Asia,Primary,0,Natural,203.745,203.745,-0.329,-0.329,tC/ha,134.42,273.07,-1.786,1.128,
10251,Tropical Montane,Mountain System,South-Eastern Asia,Primary,0,Natural,203.745,203.745,-0.329,-0.329,tC/ha,134.42,273.07,-1.786,1.128,
10252,Tropical Montane,Mountain System,Southern Asia,Primary,0,Natural,203.745,203.745,-0.329,-0.329,tC/ha,134.42,273.07,-1.786,1.128,
10253,Tropical Montane,Mountain System,Western Asia,Primary,0,Natural,203.745,203.745,-0.329,-0.329,tC/ha,134.42,273.07,-1.786,1.128,
10254,Tropical Montane,Mountain System,Central Asia,Secondary,21,Natural,31.208,31.208,0.517,0.517,tC/ha,2.538,59.878,0.329,0.705,
10255,Tropical Montane,Mountain System,Central Asia,Secondary,21,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10256,Tropical Montane,Mountain System,Eastern Asia,Secondary,21,Natural,31.208,31.208,0.517,0.517,tC/ha,2.538,59.878,0.329,0.705,
10257,Tropical Montane,Mountain System,Eastern Asia,Secondary,21,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10258,Tropical Montane,Mountain System,South-Eastern Asia,Secondary,21,Natural,31.208,31.208,0.517,0.517,tC/ha,2.538,59.878,0.329,0.705,
10259,Tropical Montane,Mountain System,South-Eastern Asia,Secondary,21,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10260,Tropical Montane,Mountain System,Southern Asia,Secondary,21,Natural,31.208,31.208,0.517,0.517,tC/ha,2.538,59.878,0.329,0.705,
10261,Tropical Montane,Mountain System,Southern Asia,Secondary,21,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10262,Tropical Montane,Mountain System,Western Asia,Secondary,21,Natural,31.208,31.208,0.517,0.517,tC/ha,2.538,59.878,0.329,0.705,
10263,Tropical Montane,Mountain System,Western Asia,Secondary,21,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10264,Tropical Montane,Mountain System,Central Asia,Secondary,0,Natural,31.208,31.208,1.363,1.363,tC/ha,2.538,59.878,1.316,1.41,
10265,Tropical Montane,Mountain System,Central Asia,Secondary,0,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10266,Tropical Montane,Mountain System,Eastern Asia,Secondary,0,Natural,31.208,31.208,1.363,1.363,tC/ha,2.538,59.878,1.316,1.41,
10267,Tropical Montane,Mountain System,Eastern Asia,Secondary,0,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10268,Tropical Montane,Mountain System,South-Eastern Asia,Secondary,0,Natural,31.208,31.208,1.363,1.363,tC/ha,2.538,59.878,1.316,1.41,
10269,Tropical Montane,Mountain System,South-Eastern Asia,Secondary,0,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10270,Tropical Montane,Mountain System,Southern Asia,Secondary,0,Natural,31.208,31.208,1.363,1.363,tC/ha,2.538,59.878,1.316,1.41,
10271,Tropical Montane,Mountain System,Southern Asia,Secondary,0,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10272,Tropical Montane,Mountain System,Western Asia,Secondary,0,Natural,31.208,31.208,1.363,1.363,tC/ha,2.538,59.878,1.316,1.41,
10273,Tropical Montane,Mountain System,Western Asia,Secondary,0,Plantation,11.75,70.5,0.47,4.7,tC/ha,0.695548461,68.62945154,1.175,2.2325,
10274,Tropical Montane,Mountain System,Europe,Primary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10275,Tropical Montane,Mountain System,Europe,Secondary,21,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10276,Tropical Montane,Mountain System,Europe,Secondary,21,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10277,Tropical Montane,Mountain System,Europe,Secondary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10278,Tropical Montane,Mountain System,Europe,Secondary,0,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10279,Tropical Montane,Mountain System,Oceania,Primary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10280,Tropical Montane,Mountain System,Oceania,Secondary,21,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10281,Tropical Montane,Mountain System,Oceania,Secondary,21,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10282,Tropical Montane,Mountain System,Oceania,Secondary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10283,Tropical Montane,Mountain System,Oceania,Secondary,0,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10284,Warm Temperate,Humid Forest,Eastern Africa,Primary,0,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,N/A,N/A,
10285,Warm Temperate,Humid Forest,Central Africa,Primary,0,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,N/A,N/A,
10286,Warm Temperate,Humid Forest,Northern Africa,Primary,0,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,N/A,N/A,
10287,Warm Temperate,Humid Forest,Southern Africa,Primary,0,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,N/A,N/A,
10288,Warm Temperate,Humid Forest,Western Africa,Primary,0,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,N/A,N/A,
10289,Warm Temperate,Humid Forest,Eastern Africa,Secondary,21,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,0.047,0.893,
10290,Warm Temperate,Humid Forest,Eastern Africa,Secondary,21,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10291,Warm Temperate,Humid Forest,Central Africa,Secondary,21,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,0.047,0.893,
10292,Warm Temperate,Humid Forest,Central Africa,Secondary,21,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10293,Warm Temperate,Humid Forest,Northern Africa,Secondary,21,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,0.047,0.893,
10294,Warm Temperate,Humid Forest,Northern Africa,Secondary,21,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10295,Warm Temperate,Humid Forest,Southern Africa,Secondary,21,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,0.047,0.893,
10296,Warm Temperate,Humid Forest,Southern Africa,Secondary,21,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10297,Warm Temperate,Humid Forest,Western Africa,Secondary,21,Natural,25.427,25.427,0.47,0.47,tC/ha,15.745,35.109,0.047,0.893,
10298,Warm Temperate,Humid Forest,Western Africa,Secondary,21,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10299,Warm Temperate,Humid Forest,Eastern Africa,Secondary,0,Natural,25.427,25.427,1.175,1.175,tC/ha,15.745,35.109,0.1175,2.2325,
10300,Warm Temperate,Humid Forest,Eastern Africa,Secondary,0,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10301,Warm Temperate,Humid Forest,Central Africa,Secondary,0,Natural,25.427,25.427,1.175,1.175,tC/ha,15.745,35.109,0.1175,2.2325,
10302,Warm Temperate,Humid Forest,Central Africa,Secondary,0,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10303,Warm Temperate,Humid Forest,Northern Africa,Secondary,0,Natural,25.427,25.427,1.175,1.175,tC/ha,15.745,35.109,0.1175,2.2325,
10304,Warm Temperate,Humid Forest,Northern Africa,Secondary,0,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10305,Warm Temperate,Humid Forest,Southern Africa,Secondary,0,Natural,25.427,25.427,1.175,1.175,tC/ha,15.745,35.109,0.1175,2.2325,
10306,Warm Temperate,Humid Forest,Southern Africa,Secondary,0,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10307,Warm Temperate,Humid Forest,Western Africa,Secondary,0,Natural,25.427,25.427,1.175,1.175,tC/ha,15.745,35.109,0.1175,2.2325,
10308,Warm Temperate,Humid Forest,Western Africa,Secondary,0,Plantation,42.3,42.3,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10309,Warm Temperate,Humid Forest,South America,Primary,0,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,N/A,N/A,
10310,Warm Temperate,Humid Forest,Central America,Primary,0,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,N/A,N/A,
10311,Warm Temperate,Humid Forest,Caribbean,Primary,0,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,N/A,N/A,
10312,Warm Temperate,Humid Forest,North America,Primary,0,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,N/A,N/A,
10313,Warm Temperate,Humid Forest,South America,Secondary,21,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,0.047,0.893,
10314,Warm Temperate,Humid Forest,South America,Secondary,21,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10315,Warm Temperate,Humid Forest,Central America,Secondary,21,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,0.047,0.893,
10316,Warm Temperate,Humid Forest,Central America,Secondary,21,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10317,Warm Temperate,Humid Forest,Caribbean,Secondary,21,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,0.047,0.893,
10318,Warm Temperate,Humid Forest,Caribbean,Secondary,21,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10319,Warm Temperate,Humid Forest,North America,Secondary,21,Natural,39.715,39.715,0.47,0.47,tC/ha,19.552,59.878,0.047,0.893,
10320,Warm Temperate,Humid Forest,North America,Secondary,21,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10321,Warm Temperate,Humid Forest,South America,Secondary,0,Natural,39.715,39.715,1.175,1.175,tC/ha,19.552,59.878,0.1175,2.2325,
10322,Warm Temperate,Humid Forest,South America,Secondary,0,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10323,Warm Temperate,Humid Forest,Central America,Secondary,0,Natural,39.715,39.715,1.175,1.175,tC/ha,19.552,59.878,0.1175,2.2325,
10324,Warm Temperate,Humid Forest,Central America,Secondary,0,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10325,Warm Temperate,Humid Forest,Caribbean,Secondary,0,Natural,39.715,39.715,1.175,1.175,tC/ha,19.552,59.878,0.1175,2.2325,
10326,Warm Temperate,Humid Forest,Caribbean,Secondary,0,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10327,Warm Temperate,Humid Forest,North America,Secondary,0,Natural,39.715,39.715,1.175,1.175,tC/ha,19.552,59.878,0.1175,2.2325,
10328,Warm Temperate,Humid Forest,North America,Secondary,0,Plantation,42.3,42.3,1.41,15.04,tC/ha,-4.748738644,152.7987386,3.356777985,6.832971206,
10329,Warm Temperate,Humid Forest,Central Asia,Primary,0,Natural,151.81,151.81,0.47,0.47,tC/ha,77.691,225.929,N/A,N/A,
10330,Warm Temperate,Humid Forest,Eastern Asia,Primary,0,Natural,151.81,151.81,0.47,0.47,tC/ha,77.691,225.929,N/A,N/A,
10331,Warm Temperate,Humid Forest,South-Eastern Asia,Primary,0,Natural,151.81,151.81,0.47,0.47,tC/ha,77.691,225.929,N/A,N/A,
10332,Warm Temperate,Humid Forest,Southern Asia,Primary,0,Natural,151.81,151.81,0.47,0.47,tC/ha,77.691,225.929,N/A,N/A,
10333,Warm Temperate,Humid Forest,Western Asia,Primary,0,Natural,151.81,151.81,0.47,0.47,tC/ha,77.691,225.929,N/A,N/A,
10334,Warm Temperate,Humid Forest,Central Asia,Secondary,21,Natural,121.448,121.448,0.47,0.47,tC/ha,61.241,181.655,0.047,0.893,
10335,Warm Temperate,Humid Forest,Central Asia,Secondary,21,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10336,Warm Temperate,Humid Forest,Eastern Asia,Secondary,21,Natural,121.448,121.448,0.47,0.47,tC/ha,61.241,181.655,0.047,0.893,
10337,Warm Temperate,Humid Forest,Eastern Asia,Secondary,21,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10338,Warm Temperate,Humid Forest,South-Eastern Asia,Secondary,21,Natural,121.448,121.448,0.47,0.47,tC/ha,61.241,181.655,0.047,0.893,
10339,Warm Temperate,Humid Forest,South-Eastern Asia,Secondary,21,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10340,Warm Temperate,Humid Forest,Southern Asia,Secondary,21,Natural,121.448,121.448,0.47,0.47,tC/ha,61.241,181.655,0.047,0.893,
10341,Warm Temperate,Humid Forest,Southern Asia,Secondary,21,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10342,Warm Temperate,Humid Forest,Western Asia,Secondary,21,Natural,121.448,121.448,0.47,0.47,tC/ha,61.241,181.655,0.047,0.893,
10343,Warm Temperate,Humid Forest,Western Asia,Secondary,21,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10344,Warm Temperate,Humid Forest,Central Asia,Secondary,0,Natural,121.448,121.448,1.175,1.175,tC/ha,61.241,181.655,0.799,1.551,
10345,Warm Temperate,Humid Forest,Central Asia,Secondary,0,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10346,Warm Temperate,Humid Forest,Eastern Asia,Secondary,0,Natural,121.448,121.448,1.175,1.175,tC/ha,61.241,181.655,0.799,1.551,
10347,Warm Temperate,Humid Forest,Eastern Asia,Secondary,0,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10348,Warm Temperate,Humid Forest,South-Eastern Asia,Secondary,0,Natural,121.448,121.448,1.175,1.175,tC/ha,61.241,181.655,0.799,1.551,
10349,Warm Temperate,Humid Forest,South-Eastern Asia,Secondary,0,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10350,Warm Temperate,Humid Forest,Southern Asia,Secondary,0,Natural,121.448,121.448,1.175,1.175,tC/ha,61.241,181.655,0.799,1.551,
10351,Warm Temperate,Humid Forest,Southern Asia,Secondary,0,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10352,Warm Temperate,Humid Forest,Western Asia,Secondary,0,Natural,121.448,121.448,1.175,1.175,tC/ha,61.241,181.655,0.799,1.551,
10353,Warm Temperate,Humid Forest,Western Asia,Secondary,0,Plantation,47,84.6,3.76,3.76,tC/ha,1.40485422,130.1951458,-,-,
10354,Warm Temperate,Humid Forest,Europe,Primary,0,Natural,103.4,103.4,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10355,Warm Temperate,Humid Forest,Europe,Secondary,21,Natural,103.4,103.4,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10356,Warm Temperate,Humid Forest,Europe,Secondary,21,Plantation,65.8,65.8,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10357,Warm Temperate,Humid Forest,Europe,Secondary,0,Natural,103.4,103.4,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10358,Warm Temperate,Humid Forest,Europe,Secondary,0,Plantation,65.8,65.8,4.7,4.7,tC/ha,N/A,N/A,N/A,N/A,
10359,Warm Temperate,Dry Forest,Eastern Africa,Primary,0,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10360,Warm Temperate,Dry Forest,Central Africa,Primary,0,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10361,Warm Temperate,Dry Forest,Northern Africa,Primary,0,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10362,Warm Temperate,Dry Forest,Southern Africa,Primary,0,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10363,Warm Temperate,Dry Forest,Western Africa,Primary,0,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10364,Warm Temperate,Dry Forest,Eastern Africa,Secondary,21,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10365,Warm Temperate,Dry Forest,Eastern Africa,Secondary,21,Plantation,42.3,42.3,3.76,3.76,tC/ha,2.873823422,58.22617658,-,-,
10366,Warm Temperate,Dry Forest,Central Africa,Secondary,21,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10367,Warm Temperate,Dry Forest,Central Africa,Secondary,21,Plantation,42.3,42.3,3.76,3.76,tC/ha,2.873823422,58.22617658,-,-,
10368,Warm Temperate,Dry Forest,Northern Africa,Secondary,21,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10369,Warm Temperate,Dry Forest,Northern Africa,Secondary,21,Plantation,42.3,42.3,3.76,3.76,tC/ha,2.873823422,58.22617658,-,-,
10370,Warm Temperate,Dry Forest,Southern Africa,Secondary,21,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10371,Warm Temperate,Dry Forest,Southern Africa,Secondary,21,Plantation,42.3,42.3,3.76,3.76,tC/ha,2.873823422,58.22617658,-,-,
10372,Warm Temperate,Dry Forest,Western Africa,Secondary,21,Natural,30.644,30.644,0.846,0.846,tC/ha,17.907,43.381,0.0846,1.6074,
10373,Warm Temperate,Dry Forest,Western Africa,Secondary,21,Plantation,42.3,42.3,3.76,3.76,tC/ha,2.873823422,58.22617658,-,-,
10374,Warm Temperate,Dry Forest,Eastern Africa,Secondary,0,Natural,30.644,30.644,1.128,1.128,tC/ha,17.907,43.381,0.1128,2.1432,
10375,Warm Temperate,Dry Forest,Eastern Africa,Secondary,0,Plantation,42.3,42.3,1.88,9.4,tC/ha,0.712502548,22.78749745,3.916666667,6.423333333,
10376,Warm Temperate,Dry Forest,Central Africa,Secondary,0,Natural,30.644,30.644,1.128,1.128,tC/ha,17.907,43.381,0.1128,2.1432,
10377,Warm Temperate,Dry Forest,Central Africa,Secondary,0,Plantation,42.3,42.3,1.88,9.4,tC/ha,0.712502548,22.78749745,3.916666667,6.423333333,
10378,Warm Temperate,Dry Forest,Northern Africa,Secondary,0,Natural,30.644,30.644,1.128,1.128,tC/ha,17.907,43.381,0.1128,2.1432,
10379,Warm Temperate,Dry Forest,Northern Africa,Secondary,0,Plantation,42.3,42.3,1.88,9.4,tC/ha,0.712502548,22.78749745,3.916666667,6.423333333,
10380,Warm Temperate,Dry Forest,Southern Africa,Secondary,0,Natural,30.644,30.644,1.128,1.128,tC/ha,17.907,43.381,0.1128,2.1432,
10381,Warm Temperate,Dry Forest,Southern Africa,Secondary,0,Plantation,42.3,42.3,1.88,9.4,tC/ha,0.712502548,22.78749745,3.916666667,6.423333333,
10382,Warm Temperate,Dry Forest,Western Africa,Secondary,0,Natural,30.644,30.644,1.128,1.128,tC/ha,17.907,43.381,0.1128,2.1432,
10383,Warm Temperate,Dry Forest,Western Africa,Secondary,0,Plantation,42.3,42.3,1.88,9.4,tC/ha,0.712502548,22.78749745,3.916666667,6.423333333,
10384,Warm Temperate,Dry Forest,South America,Primary,0,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10385,Warm Temperate,Dry Forest,Central America,Primary,0,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10386,Warm Temperate,Dry Forest,Caribbean,Primary,0,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10387,Warm Temperate,Dry Forest,North America,Primary,0,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10388,Warm Temperate,Dry Forest,South America,Secondary,21,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10389,Warm Temperate,Dry Forest,South America,Secondary,21,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10390,Warm Temperate,Dry Forest,Central America,Secondary,21,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10391,Warm Temperate,Dry Forest,Central America,Secondary,21,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10392,Warm Temperate,Dry Forest,Caribbean,Secondary,21,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10393,Warm Temperate,Dry Forest,Caribbean,Secondary,21,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10394,Warm Temperate,Dry Forest,North America,Secondary,21,Natural,54.473,54.473,0.47,0.47,tC/ha,32.759,76.187,0.047,0.893,
10395,Warm Temperate,Dry Forest,North America,Secondary,21,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10396,Warm Temperate,Dry Forest,South America,Secondary,0,Natural,54.473,54.473,1.88,1.88,tC/ha,32.759,76.187,0.188,3.572,
10397,Warm Temperate,Dry Forest,South America,Secondary,0,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10398,Warm Temperate,Dry Forest,Central America,Secondary,0,Natural,54.473,54.473,1.88,1.88,tC/ha,32.759,76.187,0.188,3.572,
10399,Warm Temperate,Dry Forest,Central America,Secondary,0,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10400,Warm Temperate,Dry Forest,Caribbean,Secondary,0,Natural,54.473,54.473,1.88,1.88,tC/ha,32.759,76.187,0.188,3.572,
10401,Warm Temperate,Dry Forest,Caribbean,Secondary,0,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10402,Warm Temperate,Dry Forest,North America,Secondary,0,Natural,54.473,54.473,1.88,1.88,tC/ha,32.759,76.187,0.188,3.572,
10403,Warm Temperate,Dry Forest,North America,Secondary,0,Plantation,28.2,51.7,1.41,14.1,tC/ha,2.263476733,84.68652327,3.356777985,6.622043461,
10404,Warm Temperate,Dry Forest,Central Asia,Primary,0,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10405,Warm Temperate,Dry Forest,Eastern Asia,Primary,0,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10406,Warm Temperate,Dry Forest,South-Eastern Asia,Primary,0,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10407,Warm Temperate,Dry Forest,Southern Asia,Primary,0,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10408,Warm Temperate,Dry Forest,Western Asia,Primary,0,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10409,Warm Temperate,Dry Forest,Central Asia,Secondary,21,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10410,Warm Temperate,Dry Forest,Central Asia,Secondary,21,Plantation,28.2,76.845,0.94,11.75,tC/ha,26.8384837,94.6612163,2.542620126,7.910547391,
10411,Warm Temperate,Dry Forest,Eastern Asia,Secondary,21,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10412,Warm Temperate,Dry Forest,Eastern Asia,Secondary,21,Plantation,28.2,76.845,0.94,11.75,tC/ha,26.8384837,94.6612163,2.542620126,7.910547391,
10413,Warm Temperate,Dry Forest,South-Eastern Asia,Secondary,21,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10414,Warm Temperate,Dry Forest,South-Eastern Asia,Secondary,21,Plantation,28.2,76.845,0.94,11.75,tC/ha,26.8384837,94.6612163,2.542620126,7.910547391,
10415,Warm Temperate,Dry Forest,Southern Asia,Secondary,21,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10416,Warm Temperate,Dry Forest,Southern Asia,Secondary,21,Plantation,28.2,76.845,0.94,11.75,tC/ha,26.8384837,94.6612163,2.542620126,7.910547391,
10417,Warm Temperate,Dry Forest,Western Asia,Secondary,21,Natural,33.323,33.323,0.705,0.94,tC/ha,21.009,45.637,0.08225,1.56275,
10418,Warm Temperate,Dry Forest,Western Asia,Secondary,21,Plantation,28.2,76.845,0.94,11.75,tC/ha,26.8384837,94.6612163,2.542620126,7.910547391,
10419,Warm Temperate,Dry Forest,Central Asia,Secondary,0,Natural,33.323,33.323,2.82,3.29,tC/ha,21.009,45.637,0.3055,5.8045,
10420,Warm Temperate,Dry Forest,Central Asia,Secondary,0,Plantation,25.756,32.665,0.94,11.75,tC/ha,7.833522024,51.55254464,2.542620126,7.910547391,
10421,Warm Temperate,Dry Forest,Eastern Asia,Secondary,0,Natural,33.323,33.323,2.82,3.29,tC/ha,21.009,45.637,0.3055,5.8045,
