id,climate,land_use_type,region,forest_condition_type,from_year,forest_type,agb_min,agb_max,agb_growth_min,agb_growth_max,agb_unit,agb_min_min,agb_max_max,agb_growth_min_min,agb_growth_max_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 4.7, 4.8, 4.9, 4.10, 4.12; 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, tables 4.12."
10605,Cool Temperate,Mountain System,Southern Asia,Secondary,21,Natural,80.088,80.088,1.41,1.41,tC/ha,52.8985,107.2775,N/A,N/A,
10606,Cool Temperate,Mountain System,Southern Asia,Secondary,21,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10607,Cool Temperate,Mountain System,Western Asia,Secondary,21,Natural,80.088,80.088,1.41,1.41,tC/ha,52.8985,107.2775,N/A,N/A,
10608,Cool Temperate,Mountain System,Western Asia,Secondary,21,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10609,Cool Temperate,Mountain System,Central Asia,Secondary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10610,Cool Temperate,Mountain System,Central Asia,Secondary,0,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10611,Cool Temperate,Mountain System,Eastern Asia,Secondary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10612,Cool Temperate,Mountain System,Eastern Asia,Secondary,0,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10613,Cool Temperate,Mountain System,South-Eastern Asia,Secondary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10614,Cool Temperate,Mountain System,South-Eastern Asia,Secondary,0,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10615,Cool Temperate,Mountain System,Southern Asia,Secondary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10616,Cool Temperate,Mountain System,Southern Asia,Secondary,0,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10617,Cool Temperate,Mountain System,Western Asia,Secondary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10618,Cool Temperate,Mountain System,Western Asia,Secondary,0,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10619,Cool Temperate,Mountain System,Europe,Primary,0,Natural,141.517,141.517,1.41,1.41,tC/ha,14.1517,268.8823,N/A,N/A,
10620,Cool Temperate,Mountain System,Europe,Secondary,21,Natural,100.909,100.909,1.41,1.41,tC/ha,10.0909,191.7271,N/A,N/A,
10621,Cool Temperate,Mountain System,Europe,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,8.419630435,167.8303696,N/A,N/A,
10622,Cool Temperate,Mountain System,Europe,Secondary,0,Natural,13.066,13.066,1.41,1.41,tC/ha,1.3066,24.8254,N/A,N/A,
10623,Cool Temperate,Mountain System,Europe,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,0.168337771,19.80666223,N/A,N/A,
10624,Cool Temperate,Mountain System,South America,Primary,0,Natural,87.373,87.373,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10625,Cool Temperate,Mountain System,Central America,Primary,0,Natural,87.373,87.373,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10626,Cool Temperate,Mountain System,Caribbean,Primary,0,Natural,87.373,87.373,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10627,Cool Temperate,Mountain System,North America,Primary,0,Natural,87.373,87.373,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10628,Cool Temperate,Mountain System,South America,Secondary,21,Natural,87.373,87.373,2.068,2.068,tC/ha,15.087,159.659,0.9729,0.9917,
10629,Cool Temperate,Mountain System,South America,Secondary,21,Plantation,13.677,41.924,4.23,4.23,tC/ha,-4.238939142,53.36333914,3.572,3.666,
10630,Cool Temperate,Mountain System,Central America,Secondary,21,Natural,87.373,87.373,2.068,2.068,tC/ha,15.087,159.659,0.9729,0.9917,
10631,Cool Temperate,Mountain System,Central America,Secondary,21,Plantation,13.677,41.924,4.23,4.23,tC/ha,-4.238939142,53.36333914,3.572,3.666,
10632,Cool Temperate,Mountain System,Caribbean,Secondary,21,Natural,87.373,87.373,2.068,2.068,tC/ha,15.087,159.659,0.9729,0.9917,
10633,Cool Temperate,Mountain System,Caribbean,Secondary,21,Plantation,13.677,41.924,4.23,4.23,tC/ha,-4.238939142,53.36333914,3.572,3.666,
10634,Cool Temperate,Mountain System,North America,Secondary,21,Natural,87.373,87.373,2.068,2.068,tC/ha,15.087,159.659,0.9729,0.9917,
10635,Cool Temperate,Mountain System,North America,Secondary,21,Plantation,13.677,41.924,4.23,4.23,tC/ha,-4.238939142,53.36333914,3.572,3.666,
10636,Cool Temperate,Mountain System,South America,Secondary,0,Natural,27.213,27.213,1.457,1.457,tC/ha,-9.729,64.155,0.6157,0.6815,
10637,Cool Temperate,Mountain System,South America,Secondary,0,Plantation,1.41,26.32,4.7,4.7,tC/ha,-7.066432106,21.03796544,2.444,2.726,
10638,Cool Temperate,Mountain System,Central America,Secondary,0,Natural,27.213,27.213,1.457,1.457,tC/ha,-9.729,64.155,0.6157,0.6815,
10639,Cool Temperate,Mountain System,Central America,Secondary,0,Plantation,1.41,26.32,4.7,4.7,tC/ha,-7.066432106,21.03796544,2.444,2.726,
10640,Cool Temperate,Mountain System,Caribbean,Secondary,0,Natural,27.213,27.213,1.457,1.457,tC/ha,-9.729,64.155,0.6157,0.6815,
10641,Cool Temperate,Mountain System,Caribbean,Secondary,0,Plantation,1.41,26.32,4.7,4.7,tC/ha,-7.066432106,21.03796544,2.444,2.726,
10642,Cool Temperate,Mountain System,North America,Secondary,0,Natural,27.213,27.213,1.457,1.457,tC/ha,-9.729,64.155,0.6157,0.6815,
10643,Cool Temperate,Mountain System,North America,Secondary,0,Plantation,1.41,26.32,4.7,4.7,tC/ha,-7.066432106,21.03796544,2.444,2.726,
10644,Cool Temperate,Mountain System,Eastern Africa,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10645,Cool Temperate,Mountain System,Central Africa,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10646,Cool Temperate,Mountain System,Northern Africa,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10647,Cool Temperate,Mountain System,Southern Africa,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10648,Cool Temperate,Mountain System,Western Africa,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10649,Cool Temperate,Mountain System,Eastern Africa,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10650,Cool Temperate,Mountain System,Eastern Africa,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10651,Cool Temperate,Mountain System,Central Africa,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10652,Cool Temperate,Mountain System,Central Africa,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10653,Cool Temperate,Mountain System,Northern Africa,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10654,Cool Temperate,Mountain System,Northern Africa,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10655,Cool Temperate,Mountain System,Southern Africa,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10656,Cool Temperate,Mountain System,Southern Africa,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10657,Cool Temperate,Mountain System,Western Africa,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10658,Cool Temperate,Mountain System,Western Africa,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10659,Cool Temperate,Mountain System,Eastern Africa,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10660,Cool Temperate,Mountain System,Eastern Africa,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10661,Cool Temperate,Mountain System,Central Africa,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10662,Cool Temperate,Mountain System,Central Africa,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10663,Cool Temperate,Mountain System,Northern Africa,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10664,Cool Temperate,Mountain System,Northern Africa,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10665,Cool Temperate,Mountain System,Southern Africa,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10666,Cool Temperate,Mountain System,Southern Africa,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10667,Cool Temperate,Mountain System,Western Africa,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10668,Cool Temperate,Mountain System,Western Africa,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10669,Cool Temperate,Mountain System,Oceania,Primary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10670,Cool Temperate,Mountain System,Oceania,Secondary,21,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10671,Cool Temperate,Mountain System,Oceania,Secondary,21,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10672,Cool Temperate,Mountain System,Oceania,Secondary,0,Natural,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10673,Cool Temperate,Mountain System,Oceania,Secondary,0,Plantation,47,47,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10674,Cool Temperate,Continental Forest,Central Asia,Primary,0,Natural,54.52,54.52,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10675,Cool Temperate,Continental Forest,Eastern Asia,Primary,0,Natural,54.52,54.52,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10676,Cool Temperate,Continental Forest,South-Eastern Asia,Primary,0,Natural,54.52,54.52,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10677,Cool Temperate,Continental Forest,Southern Asia,Primary,0,Natural,54.52,54.52,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10678,Cool Temperate,Continental Forest,Western Asia,Primary,0,Natural,54.52,54.52,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10679,Cool Temperate,Continental Forest,Central Asia,Secondary,21,Natural,54.52,54.52,1.88,1.88,tC/ha,45.8861,63.1539,N/A,N/A,
10680,Cool Temperate,Continental Forest,Central Asia,Secondary,21,Plantation,25.615,62.087,1.88,1.88,tC/ha,13.05673577,65.42574423,N/A,N/A,
10681,Cool Temperate,Continental Forest,Eastern Asia,Secondary,21,Natural,54.52,54.52,1.88,1.88,tC/ha,45.8861,63.1539,N/A,N/A,
10682,Cool Temperate,Continental Forest,Eastern Asia,Secondary,21,Plantation,25.615,62.087,1.88,1.88,tC/ha,13.05673577,65.42574423,N/A,N/A,
10683,Cool Temperate,Continental Forest,South-Eastern Asia,Secondary,21,Natural,54.52,54.52,1.88,1.88,tC/ha,45.8861,63.1539,N/A,N/A,
10684,Cool Temperate,Continental Forest,South-Eastern Asia,Secondary,21,Plantation,25.615,62.087,1.88,1.88,tC/ha,13.05673577,65.42574423,N/A,N/A,
10685,Cool Temperate,Continental Forest,Southern Asia,Secondary,21,Natural,54.52,54.52,1.88,1.88,tC/ha,45.8861,63.1539,N/A,N/A,
10686,Cool Temperate,Continental Forest,Southern Asia,Secondary,21,Plantation,25.615,62.087,1.88,1.88,tC/ha,13.05673577,65.42574423,N/A,N/A,
10687,Cool Temperate,Continental Forest,Western Asia,Secondary,21,Natural,54.52,54.52,1.88,1.88,tC/ha,45.8861,63.1539,N/A,N/A,
10688,Cool Temperate,Continental Forest,Western Asia,Secondary,21,Plantation,25.615,62.087,1.88,1.88,tC/ha,13.05673577,65.42574423,N/A,N/A,
10689,Cool Temperate,Continental Forest,Central Asia,Secondary,0,Natural,42.723,42.723,1.88,1.88,tC/ha,23.7209,61.7251,N/A,N/A,
10690,Cool Temperate,Continental Forest,Central Asia,Secondary,0,Plantation,8.46,31.349,1.88,1.88,tC/ha,6.07731822,35.27014845,N/A,N/A,
10691,Cool Temperate,Continental Forest,Eastern Asia,Secondary,0,Natural,42.723,42.723,1.88,1.88,tC/ha,23.7209,61.7251,N/A,N/A,
10692,Cool Temperate,Continental Forest,Eastern Asia,Secondary,0,Plantation,8.46,31.349,1.88,1.88,tC/ha,6.07731822,35.27014845,N/A,N/A,
10693,Cool Temperate,Continental Forest,South-Eastern Asia,Secondary,0,Natural,42.723,42.723,1.88,1.88,tC/ha,23.7209,61.7251,N/A,N/A,
10694,Cool Temperate,Continental Forest,South-Eastern Asia,Secondary,0,Plantation,8.46,31.349,1.88,1.88,tC/ha,6.07731822,35.27014845,N/A,N/A,
10695,Cool Temperate,Continental Forest,Southern Asia,Secondary,0,Natural,42.723,42.723,1.88,1.88,tC/ha,23.7209,61.7251,N/A,N/A,
10696,Cool Temperate,Continental Forest,Southern Asia,Secondary,0,Plantation,8.46,31.349,1.88,1.88,tC/ha,6.07731822,35.27014845,N/A,N/A,
10697,Cool Temperate,Continental Forest,Western Asia,Secondary,0,Natural,42.723,42.723,1.88,1.88,tC/ha,23.7209,61.7251,N/A,N/A,
10698,Cool Temperate,Continental Forest,Western Asia,Secondary,0,Plantation,8.46,31.349,1.88,1.88,tC/ha,6.07731822,35.27014845,N/A,N/A,
10699,Cool Temperate,Continental Forest,Europe,Primary,0,Natural,156.228,156.228,1.88,1.88,tC/ha,15.6228,296.8332,N/A,N/A,
10700,Cool Temperate,Continental Forest,Europe,Secondary,21,Natural,76.14,76.14,1.88,1.88,tC/ha,7.614,144.666,N/A,N/A,
10701,Cool Temperate,Continental Forest,Europe,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,8.419630435,167.8303696,N/A,N/A,
10702,Cool Temperate,Continental Forest,Europe,Secondary,0,Natural,24.252,24.252,1.88,1.88,tC/ha,2.4252,46.0788,N/A,N/A,
10703,Cool Temperate,Continental Forest,Europe,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,0.168337771,19.80666223,N/A,N/A,
10704,Cool Temperate,Continental Forest,South America,Primary,0,Natural,60.583,60.583,1.692,1.692,tC/ha,N/A,N/A,N/A,N/A,
10705,Cool Temperate,Continental Forest,Central America,Primary,0,Natural,60.583,60.583,1.692,1.692,tC/ha,N/A,N/A,N/A,N/A,
10706,Cool Temperate,Continental Forest,Caribbean,Primary,0,Natural,60.583,60.583,1.692,1.692,tC/ha,N/A,N/A,N/A,N/A,
10707,Cool Temperate,Continental Forest,North America,Primary,0,Natural,60.583,60.583,1.692,1.692,tC/ha,N/A,N/A,N/A,N/A,
10708,Cool Temperate,Continental Forest,South America,Secondary,21,Natural,60.583,60.583,1.692,1.692,tC/ha,-52.358,173.524,0.9212,0.9306,
10709,Cool Temperate,Continental Forest,South America,Secondary,21,Plantation,10.105,45.449,1.88,1.88,tC/ha,-8.522172767,60.0396561,1.316,1.41,
10710,Cool Temperate,Continental Forest,Central America,Secondary,21,Natural,60.583,60.583,1.692,1.692,tC/ha,-52.358,173.524,0.9212,0.9306,
10711,Cool Temperate,Continental Forest,Central America,Secondary,21,Plantation,10.105,45.449,1.88,1.88,tC/ha,-8.522172767,60.0396561,1.316,1.41,
10712,Cool Temperate,Continental Forest,Caribbean,Secondary,21,Natural,60.583,60.583,1.692,1.692,tC/ha,-52.358,173.524,0.9212,0.9306,
10713,Cool Temperate,Continental Forest,Caribbean,Secondary,21,Plantation,10.105,45.449,1.88,1.88,tC/ha,-8.522172767,60.0396561,1.316,1.41,
10714,Cool Temperate,Continental Forest,North America,Secondary,21,Natural,60.583,60.583,1.692,1.692,tC/ha,-52.358,173.524,0.9212,0.9306,
10715,Cool Temperate,Continental Forest,North America,Secondary,21,Plantation,10.105,45.449,1.88,1.88,tC/ha,-8.522172767,60.0396561,1.316,1.41,
10716,Cool Temperate,Continental Forest,South America,Secondary,0,Natural,21.62,21.62,1.551,1.551,tC/ha,-25.145,68.385,0.9024,0.94,
10717,Cool Temperate,Continental Forest,South America,Secondary,0,Plantation,2.6696,3.9245,2.35,2.35,tC/ha,-10.02059149,36.71847149,1.833,2.021,
10718,Cool Temperate,Continental Forest,Central America,Secondary,0,Natural,21.62,21.62,1.551,1.551,tC/ha,-25.145,68.385,0.9024,0.94,
10719,Cool Temperate,Continental Forest,Central America,Secondary,0,Plantation,2.6696,3.9245,2.35,2.35,tC/ha,-10.02059149,36.71847149,1.833,2.021,
10720,Cool Temperate,Continental Forest,Caribbean,Secondary,0,Natural,21.62,21.62,1.551,1.551,tC/ha,-25.145,68.385,0.9024,0.94,
10721,Cool Temperate,Continental Forest,Caribbean,Secondary,0,Plantation,2.6696,3.9245,2.35,2.35,tC/ha,-10.02059149,36.71847149,1.833,2.021,
10722,Cool Temperate,Continental Forest,North America,Secondary,0,Natural,21.62,21.62,1.551,1.551,tC/ha,-25.145,68.385,0.9024,0.94,
10723,Cool Temperate,Continental Forest,North America,Secondary,0,Plantation,2.6696,3.9245,2.35,2.35,tC/ha,-10.02059149,36.71847149,1.833,2.021,
10724,Cool Temperate,Continental Forest,Eastern Africa,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10725,Cool Temperate,Continental Forest,Central Africa,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10726,Cool Temperate,Continental Forest,Northern Africa,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10727,Cool Temperate,Continental Forest,Southern Africa,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10728,Cool Temperate,Continental Forest,Western Africa,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10729,Cool Temperate,Continental Forest,Eastern Africa,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10730,Cool Temperate,Continental Forest,Eastern Africa,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10731,Cool Temperate,Continental Forest,Central Africa,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10732,Cool Temperate,Continental Forest,Central Africa,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10733,Cool Temperate,Continental Forest,Northern Africa,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10734,Cool Temperate,Continental Forest,Northern Africa,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10735,Cool Temperate,Continental Forest,Southern Africa,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10736,Cool Temperate,Continental Forest,Southern Africa,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10737,Cool Temperate,Continental Forest,Western Africa,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10738,Cool Temperate,Continental Forest,Western Africa,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10739,Cool Temperate,Continental Forest,Eastern Africa,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10740,Cool Temperate,Continental Forest,Eastern Africa,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10741,Cool Temperate,Continental Forest,Central Africa,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10742,Cool Temperate,Continental Forest,Central Africa,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10743,Cool Temperate,Continental Forest,Northern Africa,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10744,Cool Temperate,Continental Forest,Northern Africa,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10745,Cool Temperate,Continental Forest,Southern Africa,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10746,Cool Temperate,Continental Forest,Southern Africa,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10747,Cool Temperate,Continental Forest,Western Africa,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10748,Cool Temperate,Continental Forest,Western Africa,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10749,Cool Temperate,Continental Forest,Oceania,Primary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10750,Cool Temperate,Continental Forest,Oceania,Secondary,21,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10751,Cool Temperate,Continental Forest,Oceania,Secondary,21,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10752,Cool Temperate,Continental Forest,Oceania,Secondary,0,Natural,56.4,56.4,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10753,Cool Temperate,Continental Forest,Oceania,Secondary,0,Plantation,47,47,1.88,1.88,tC/ha,N/A,N/A,N/A,N/A,
10754,Cool Temperate,Oceanic Forest,Central Asia,Primary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,13.6206,258.7914,N/A,N/A,
10755,Cool Temperate,Oceanic Forest,Eastern Asia,Primary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,13.6206,258.7914,N/A,N/A,
10756,Cool Temperate,Oceanic Forest,South-Eastern Asia,Primary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,13.6206,258.7914,N/A,N/A,
10757,Cool Temperate,Oceanic Forest,Southern Asia,Primary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,13.6206,258.7914,N/A,N/A,
10758,Cool Temperate,Oceanic Forest,Western Asia,Primary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,13.6206,258.7914,N/A,N/A,
10759,Cool Temperate,Oceanic Forest,Central Asia,Secondary,21,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10760,Cool Temperate,Oceanic Forest,Central Asia,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10761,Cool Temperate,Oceanic Forest,Eastern Asia,Secondary,21,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10762,Cool Temperate,Oceanic Forest,Eastern Asia,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10763,Cool Temperate,Oceanic Forest,South-Eastern Asia,Secondary,21,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10764,Cool Temperate,Oceanic Forest,South-Eastern Asia,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10765,Cool Temperate,Oceanic Forest,Southern Asia,Secondary,21,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10766,Cool Temperate,Oceanic Forest,Southern Asia,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10767,Cool Temperate,Oceanic Forest,Western Asia,Secondary,21,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10768,Cool Temperate,Oceanic Forest,Western Asia,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10769,Cool Temperate,Oceanic Forest,Central Asia,Secondary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10770,Cool Temperate,Oceanic Forest,Central Asia,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10771,Cool Temperate,Oceanic Forest,Eastern Asia,Secondary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10772,Cool Temperate,Oceanic Forest,Eastern Asia,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10773,Cool Temperate,Oceanic Forest,South-Eastern Asia,Secondary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10774,Cool Temperate,Oceanic Forest,South-Eastern Asia,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10775,Cool Temperate,Oceanic Forest,Southern Asia,Secondary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10776,Cool Temperate,Oceanic Forest,Southern Asia,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10777,Cool Temperate,Oceanic Forest,Western Asia,Secondary,0,Natural,136.206,136.206,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10778,Cool Temperate,Oceanic Forest,Western Asia,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10779,Cool Temperate,Oceanic Forest,Europe,Primary,0,Natural,59.267,59.267,1.081,1.081,tC/ha,5.9267,112.6073,N/A,N/A,
10780,Cool Temperate,Oceanic Forest,Europe,Secondary,21,Natural,72.333,72.333,1.081,1.081,tC/ha,7.2333,137.4327,N/A,N/A,
10781,Cool Temperate,Oceanic Forest,Europe,Secondary,21,Plantation,70.5,94,2.068,2.068,tC/ha,9.4,178.6,N/A,N/A,
10782,Cool Temperate,Oceanic Forest,Europe,Secondary,0,Natural,10.481,10.481,1.081,1.081,tC/ha,1.0481,19.9139,N/A,N/A,
10783,Cool Temperate,Oceanic Forest,Europe,Secondary,0,Plantation,14.1,18.8,2.068,2.068,tC/ha,1.311183996,31.588816,N/A,N/A,
10784,Cool Temperate,Oceanic Forest,Oceania,Primary,0,Natural,165.769,165.769,0.1739,0.1739,tC/ha,157.779,173.759,-0.2256,0.5734,
10785,Cool Temperate,Oceanic Forest,Oceania,Secondary,21,Natural,56.635,56.635,0.9964,0.9964,tC/ha,46.154,67.116,0.611,1.3818,
10786,Cool Temperate,Oceanic Forest,Oceania,Secondary,21,Plantation,75.2,75.2,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
10787,Cool Temperate,Oceanic Forest,Oceania,Secondary,0,Natural,27.025,27.025,1.4664,1.4664,tC/ha,20.3134,33.7366,1.0763,1.8565,
10788,Cool Temperate,Oceanic Forest,Oceania,Secondary,0,Plantation,75.2,75.2,2.068,2.068,tC/ha,N/A,N/A,N/A,N/A,
