id,climate,region,forest_type,land_use_type,threshold,value,threshold_min,threshold_max,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 4.4."
808,Tropical,Central Africa,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
809,Tropical,Northern Africa,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
810,Tropical,Southern Africa,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
811,Tropical,Western Africa,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
812,Tropical,Central Asia,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
813,Tropical,Eastern Asia,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
814,Tropical,South-Eastern Asia,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
815,Tropical,Southern Asia,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
816,Tropical,Western Asia,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
817,Tropical,Europe,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
818,Tropical,Oceania,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
819,Tropical,North America,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
820,Tropical,South America,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
821,Tropical,Central America,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
822,Tropical,Caribbean,Plantation,Moist Deciduous Forest,,0.24,N/A,N/A,0.13,0.35,
823,Tropical,Central Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
824,Tropical,Northern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
825,Tropical,Southern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
826,Tropical,Western Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
827,Tropical,Central Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
828,Tropical,Eastern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
829,Tropical,South-Eastern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
830,Tropical,Southern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
831,Tropical,Western Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
832,Tropical,Europe,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
833,Tropical,Oceania,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
834,Tropical,North America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
835,Tropical,South America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
836,Tropical,Central America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
837,Tropical,Caribbean,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
838,Tropical,Central Africa,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
839,Tropical,Northern Africa,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
840,Tropical,Southern Africa,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
841,Tropical,Western Africa,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
842,Tropical,Central Asia,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
843,Tropical,Eastern Asia,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
844,Tropical,South-Eastern Asia,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
845,Tropical,Southern Asia,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
846,Tropical,Western Asia,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
847,Tropical,Europe,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
848,Tropical,Oceania,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
849,Tropical,North America,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
850,Tropical,South America,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
851,Tropical,Central America,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
852,Tropical,Caribbean,Plantation,Shrubland,,0.4,N/A,N/A,#N/A,#N/A,
853,Warm Temperate,Central Africa,Natural,Humid Forest,,0.232,N/A,N/A,0.0232,0.4408,
854,Warm Temperate,Northern Africa,Natural,Humid Forest,,0.232,N/A,N/A,0.0232,0.4408,
855,Warm Temperate,Southern Africa,Natural,Humid Forest,,0.232,N/A,N/A,0.0232,0.4408,
856,Warm Temperate,Western Africa,Natural,Humid Forest,,0.232,N/A,N/A,0.0232,0.4408,
857,Warm Temperate,Central Asia,Natural,Humid Forest,,0.246,N/A,N/A,0.0246,0.4674,
858,Warm Temperate,Eastern Asia,Natural,Humid Forest,,0.246,N/A,N/A,0.0246,0.4674,
859,Warm Temperate,South-Eastern Asia,Natural,Humid Forest,,0.246,N/A,N/A,0.0246,0.4674,
860,Warm Temperate,Southern Asia,Natural,Humid Forest,,0.246,N/A,N/A,0.0246,0.4674,
861,Warm Temperate,Western Asia,Natural,Humid Forest,,0.246,N/A,N/A,0.0246,0.4674,
862,Warm Temperate,Europe,Natural,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
863,Warm Temperate,Oceania,Natural,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
864,Warm Temperate,North America,Natural,Humid Forest,,0.284,N/A,N/A,0.0284,0.5396,
865,Warm Temperate,South America,Natural,Humid Forest,,0.284,N/A,N/A,0.0284,0.5396,
866,Warm Temperate,Central America,Natural,Humid Forest,,0.284,N/A,N/A,0.0284,0.5396,
867,Warm Temperate,Caribbean,Natural,Humid Forest,,0.284,N/A,N/A,0.0284,0.5396,
868,Warm Temperate,Central Africa,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
869,Warm Temperate,Northern Africa,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
870,Warm Temperate,Southern Africa,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
871,Warm Temperate,Western Africa,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
872,Warm Temperate,Central Asia,Natural,Dry Forest,,0.44,N/A,N/A,0.044,0.836,
873,Warm Temperate,Eastern Asia,Natural,Dry Forest,,0.44,N/A,N/A,0.044,0.836,
874,Warm Temperate,South-Eastern Asia,Natural,Dry Forest,,0.44,N/A,N/A,0.044,0.836,
875,Warm Temperate,Southern Asia,Natural,Dry Forest,,0.44,N/A,N/A,0.044,0.836,
876,Warm Temperate,Western Asia,Natural,Dry Forest,,0.44,N/A,N/A,0.044,0.836,
877,Warm Temperate,Europe,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
878,Warm Temperate,Oceania,Natural,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
879,Warm Temperate,North America,Natural,Dry Forest,,0.352,N/A,N/A,0.305,0.399,
880,Warm Temperate,South America,Natural,Dry Forest,,0.352,N/A,N/A,0.305,0.399,
881,Warm Temperate,Central America,Natural,Dry Forest,,0.352,N/A,N/A,0.305,0.399,
882,Warm Temperate,Caribbean,Natural,Dry Forest,,0.352,N/A,N/A,0.305,0.399,
883,Warm Temperate,Central Africa,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
884,Warm Temperate,Northern Africa,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
885,Warm Temperate,Southern Africa,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
886,Warm Temperate,Western Africa,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
887,Warm Temperate,Central Asia,Natural,Steppe,,1.338,N/A,N/A,0.1338,2.5422,
888,Warm Temperate,Eastern Asia,Natural,Steppe,,1.338,N/A,N/A,0.1338,2.5422,
889,Warm Temperate,South-Eastern Asia,Natural,Steppe,,1.338,N/A,N/A,0.1338,2.5422,
890,Warm Temperate,Southern Asia,Natural,Steppe,,1.338,N/A,N/A,0.1338,2.5422,
891,Warm Temperate,Western Asia,Natural,Steppe,,1.338,N/A,N/A,0.1338,2.5422,
892,Warm Temperate,Europe,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
893,Warm Temperate,Oceania,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
894,Warm Temperate,North America,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
895,Warm Temperate,South America,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
896,Warm Temperate,Central America,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
897,Warm Temperate,Caribbean,Natural,Steppe,,0.32,N/A,N/A,0.26,0.71,
898,Warm Temperate,Central Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
899,Warm Temperate,Northern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
900,Warm Temperate,Southern Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
901,Warm Temperate,Western Africa,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
902,Warm Temperate,Central Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
903,Warm Temperate,Eastern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
904,Warm Temperate,South-Eastern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
905,Warm Temperate,Southern Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
906,Warm Temperate,Western Asia,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
907,Warm Temperate,Europe,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
908,Warm Temperate,Oceania,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
909,Warm Temperate,North America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
910,Warm Temperate,South America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
911,Warm Temperate,Central America,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
912,Warm Temperate,Caribbean,Natural,Mountain System,,0.27,N/A,N/A,0.27,0.28,
913,Warm Temperate,Central Africa,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
914,Warm Temperate,Northern Africa,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
915,Warm Temperate,Southern Africa,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
916,Warm Temperate,Western Africa,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
917,Warm Temperate,Central Asia,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
918,Warm Temperate,Eastern Asia,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
919,Warm Temperate,South-Eastern Asia,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
920,Warm Temperate,Southern Asia,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
921,Warm Temperate,Western Asia,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
922,Warm Temperate,Europe,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
923,Warm Temperate,Oceania,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
924,Warm Temperate,North America,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
925,Warm Temperate,South America,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
926,Warm Temperate,Central America,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
927,Warm Temperate,Caribbean,Plantation,Humid Forest,,0.24,N/A,N/A,0.13,0.35,
928,Warm Temperate,Central Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
929,Warm Temperate,Northern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
930,Warm Temperate,Southern Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
931,Warm Temperate,Western Africa,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
932,Warm Temperate,Central Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
933,Warm Temperate,Eastern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
934,Warm Temperate,South-Eastern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
935,Warm Temperate,Southern Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
936,Warm Temperate,Western Asia,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
937,Warm Temperate,Europe,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
938,Warm Temperate,Oceania,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
939,Warm Temperate,North America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
940,Warm Temperate,South America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
941,Warm Temperate,Central America,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
942,Warm Temperate,Caribbean,Plantation,Dry Forest,,0.28,N/A,N/A,0.27,0.28,
943,Warm Temperate,Central Africa,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
944,Warm Temperate,Northern Africa,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
945,Warm Temperate,Southern Africa,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
946,Warm Temperate,Western Africa,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
947,Warm Temperate,Central Asia,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
948,Warm Temperate,Eastern Asia,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
949,Warm Temperate,South-Eastern Asia,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
950,Warm Temperate,Southern Asia,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
951,Warm Temperate,Western Asia,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
952,Warm Temperate,Europe,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
953,Warm Temperate,Oceania,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
954,Warm Temperate,North America,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
955,Warm Temperate,South America,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
956,Warm Temperate,Central America,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
957,Warm Temperate,Caribbean,Plantation,Steppe,,0.32,N/A,N/A,0.26,0.71,
958,Warm Temperate,Central Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
959,Warm Temperate,Northern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
960,Warm Temperate,Southern Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
961,Warm Temperate,Western Africa,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
962,Warm Temperate,Central Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
963,Warm Temperate,Eastern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
964,Warm Temperate,South-Eastern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
965,Warm Temperate,Southern Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
966,Warm Temperate,Western Asia,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
967,Warm Temperate,Europe,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
968,Warm Temperate,Oceania,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
969,Warm Temperate,North America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
970,Warm Temperate,South America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
971,Warm Temperate,Central America,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
972,Warm Temperate,Caribbean,Plantation,Mountain System,,0.27,N/A,N/A,0.27,0.28,
973,Cool Temperate,Central Africa,Natural,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
974,Cool Temperate,Northern Africa,Natural,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
975,Cool Temperate,Southern Africa,Natural,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
976,Cool Temperate,Western Africa,Natural,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
977,Cool Temperate,Central Asia,Natural,Oceanic Forest,,0.229,N/A,N/A,0.0229,0.4351,
978,Cool Temperate,Eastern Asia,Natural,Oceanic Forest,,0.229,N/A,N/A,0.0229,0.4351,
979,Cool Temperate,South-Eastern Asia,Natural,Oceanic Forest,,0.229,N/A,N/A,0.0229,0.4351,
980,Cool Temperate,Southern Asia,Natural,Oceanic Forest,,0.229,N/A,N/A,0.0229,0.4351,
981,Cool Temperate,Western Asia,Natural,Oceanic Forest,,0.229,N/A,N/A,0.0229,0.4351,
982,Cool Temperate,Europe,Natural,Oceanic Forest,,0.172,N/A,N/A,0.0172,0.3268,
983,Cool Temperate,Oceania,Natural,Oceanic Forest,,0.253,N/A,N/A,0.0253,0.4807,
984,Cool Temperate,North America,Natural,Oceanic Forest,,0.264,N/A,N/A,0.0264,0.5016,
985,Cool Temperate,South America,Natural,Oceanic Forest,,0.264,N/A,N/A,0.0264,0.5016,
986,Cool Temperate,Central America,Natural,Oceanic Forest,,0.264,N/A,N/A,0.0264,0.5016,
987,Cool Temperate,Caribbean,Natural,Oceanic Forest,,0.264,N/A,N/A,0.0264,0.5016,
988,Cool Temperate,Central Africa,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
989,Cool Temperate,Northern Africa,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
990,Cool Temperate,Southern Africa,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
991,Cool Temperate,Western Africa,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
992,Cool Temperate,Central Asia,Natural,Continental Forest,,0.288,N/A,N/A,0.0288,0.5472,
993,Cool Temperate,Eastern Asia,Natural,Continental Forest,,0.288,N/A,N/A,0.0288,0.5472,
994,Cool Temperate,South-Eastern Asia,Natural,Continental Forest,,0.288,N/A,N/A,0.0288,0.5472,
995,Cool Temperate,Southern Asia,Natural,Continental Forest,,0.288,N/A,N/A,0.0288,0.5472,
996,Cool Temperate,Western Asia,Natural,Continental Forest,,0.288,N/A,N/A,0.0288,0.5472,
997,Cool Temperate,Europe,Natural,Continental Forest,,0.477,N/A,N/A,0.0477,0.9063,
998,Cool Temperate,Oceania,Natural,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
999,Cool Temperate,North America,Natural,Continental Forest,,0.277,N/A,N/A,0.0277,0.5263,
1000,Cool Temperate,South America,Natural,Continental Forest,,0.277,N/A,N/A,0.0277,0.5263,
1001,Cool Temperate,Central America,Natural,Continental Forest,,0.277,N/A,N/A,0.0277,0.5263,
1002,Cool Temperate,Caribbean,Natural,Continental Forest,,0.277,N/A,N/A,0.0277,0.5263,
1003,Cool Temperate,Central Africa,Natural,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1004,Cool Temperate,Northern Africa,Natural,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1005,Cool Temperate,Southern Africa,Natural,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1006,Cool Temperate,Western Africa,Natural,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1007,Cool Temperate,Central Asia,Natural,Mountain System,,0.265,N/A,N/A,0.0265,0.5035,
1008,Cool Temperate,Eastern Asia,Natural,Mountain System,,0.265,N/A,N/A,0.0265,0.5035,
1009,Cool Temperate,South-Eastern Asia,Natural,Mountain System,,0.265,N/A,N/A,0.0265,0.5035,
1010,Cool Temperate,Southern Asia,Natural,Mountain System,,0.265,N/A,N/A,0.0265,0.5035,
1011,Cool Temperate,Western Asia,Natural,Mountain System,,0.265,N/A,N/A,0.0265,0.5035,
1012,Cool Temperate,Europe,Natural,Mountain System,,0.394,N/A,N/A,#N/A,#N/A,
1013,Cool Temperate,Oceania,Natural,Mountain System,,0.302,N/A,N/A,#N/A,#N/A,
1014,Cool Temperate,North America,Natural,Mountain System,,0.231,N/A,N/A,0.0231,0.4389,
1015,Cool Temperate,South America,Natural,Mountain System,,0.231,N/A,N/A,0.0231,0.4389,
1016,Cool Temperate,Central America,Natural,Mountain System,,0.231,N/A,N/A,0.0231,0.4389,
1017,Cool Temperate,Caribbean,Natural,Mountain System,,0.231,N/A,N/A,0.0231,0.4389,
1018,Cool Temperate,Central Africa,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1019,Cool Temperate,Northern Africa,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1020,Cool Temperate,Southern Africa,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1021,Cool Temperate,Western Africa,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1022,Cool Temperate,Central Asia,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1023,Cool Temperate,Eastern Asia,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1024,Cool Temperate,South-Eastern Asia,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1025,Cool Temperate,Southern Asia,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1026,Cool Temperate,Western Asia,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1027,Cool Temperate,Europe,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1028,Cool Temperate,Oceania,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1029,Cool Temperate,North America,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1030,Cool Temperate,South America,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1031,Cool Temperate,Central America,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1032,Cool Temperate,Caribbean,Natural,Desert,,0.22,N/A,N/A,#N/A,#N/A,
1033,Cool Temperate,Central Africa,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1034,Cool Temperate,Northern Africa,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1035,Cool Temperate,Southern Africa,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1036,Cool Temperate,Western Africa,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1037,Cool Temperate,Central Asia,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1038,Cool Temperate,Eastern Asia,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1039,Cool Temperate,South-Eastern Asia,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1040,Cool Temperate,Southern Asia,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1041,Cool Temperate,Western Asia,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1042,Cool Temperate,Europe,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1043,Cool Temperate,Oceania,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1044,Cool Temperate,North America,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1045,Cool Temperate,South America,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1046,Cool Temperate,Central America,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1047,Cool Temperate,Caribbean,Natural,Steppe,,0.22,N/A,N/A,#N/A,#N/A,
1048,Cool Temperate,Central Africa,Plantation,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1049,Cool Temperate,Northern Africa,Plantation,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1050,Cool Temperate,Southern Africa,Plantation,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1051,Cool Temperate,Western Africa,Plantation,Oceanic Forest,,0.22,N/A,N/A,#N/A,#N/A,
1052,Cool Temperate,Central Asia,Plantation,Oceanic Forest,,0.24,N/A,N/A,0.13,0.35,
1053,Cool Temperate,Eastern Asia,Plantation,Oceanic Forest,,0.24,N/A,N/A,0.13,0.35,
1054,Cool Temperate,South-Eastern Asia,Plantation,Oceanic Forest,,0.24,N/A,N/A,0.13,0.35,
1055,Cool Temperate,Southern Asia,Plantation,Oceanic Forest,,0.24,N/A,N/A,0.13,0.35,
1056,Cool Temperate,Western Asia,Plantation,Oceanic Forest,,0.24,N/A,N/A,0.13,0.35,
1057,Cool Temperate,Europe,Plantation,Oceanic Forest,,0.283,N/A,N/A,0.123,0.443,
1058,Cool Temperate,Oceania,Plantation,Oceanic Forest,,0.242,N/A,N/A,0.0242,0.4598,
1059,Cool Temperate,North America,Plantation,Oceanic Forest,,0.203,N/A,N/A,0.0203,0.3857,
1060,Cool Temperate,South America,Plantation,Oceanic Forest,,0.203,N/A,N/A,0.0203,0.3857,
1061,Cool Temperate,Central America,Plantation,Oceanic Forest,,0.203,N/A,N/A,0.0203,0.3857,
1062,Cool Temperate,Caribbean,Plantation,Oceanic Forest,,0.203,N/A,N/A,0.0203,0.3857,
1063,Cool Temperate,Central Africa,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1064,Cool Temperate,Northern Africa,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1065,Cool Temperate,Southern Africa,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1066,Cool Temperate,Western Africa,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1067,Cool Temperate,Central Asia,Plantation,Continental Forest,,0.234,N/A,N/A,0.0234,0.4446,
1068,Cool Temperate,Eastern Asia,Plantation,Continental Forest,,0.234,N/A,N/A,0.0234,0.4446,
1069,Cool Temperate,South-Eastern Asia,Plantation,Continental Forest,,0.234,N/A,N/A,0.0234,0.4446,
1070,Cool Temperate,Southern Asia,Plantation,Continental Forest,,0.234,N/A,N/A,0.0234,0.4446,
1071,Cool Temperate,Western Asia,Plantation,Continental Forest,,0.234,N/A,N/A,0.0234,0.4446,
1072,Cool Temperate,Europe,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1073,Cool Temperate,Oceania,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1074,Cool Temperate,North America,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1075,Cool Temperate,South America,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1076,Cool Temperate,Central America,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1077,Cool Temperate,Caribbean,Plantation,Continental Forest,,0.22,N/A,N/A,#N/A,#N/A,
1078,Cool Temperate,Central Africa,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1079,Cool Temperate,Northern Africa,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1080,Cool Temperate,Southern Africa,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1081,Cool Temperate,Western Africa,Plantation,Mountain System,,0.22,N/A,N/A,#N/A,#N/A,
1082,Cool Temperate,Central Asia,Plantation,Mountain System,,0.233,N/A,N/A,0.0233,0.4427,
1083,Cool Temperate,Eastern Asia,Plantation,Mountain System,,0.233,N/A,N/A,0.0233,0.4427,
1084,Cool Temperate,South-Eastern Asia,Plantation,Mountain System,,0.233,N/A,N/A,0.0233,0.4427,
