id,climate,moisture,module_type,peat_type,site_location_type,co2,co2_unit,doc,doc_unit,ch4,ch4_unit,n2o,n2o_unit,co2_min,co2_max,doc_min,doc_max,ch4_min,ch4_max,n2o_min,n2o_max,"Source: 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands, IPCC (2014), tables 2.1, 2.2, 2.3, 2.4, 2.5."
556,Warm Temperate,Dry,(52) Plantation,Nutrient Poor,(1) On-Site,2.6,tC/ha/yr,0,tC/ha/yr,2.5,kg CH4/ha/yr,2.8,kg N2O/ha/yr,2,3.3,#N/A,#N/A,-0.6,5.7,-0.57,6.1,
557,Warm Temperate,Moist,(52) Plantation,Nutrient Poor,(1) On-Site,2.6,tC/ha/yr,0,tC/ha/yr,2.5,kg CH4/ha/yr,2.8,kg N2O/ha/yr,2,3.3,#N/A,#N/A,-0.6,5.7,-0.57,6.1,
558,Tropical,Dry,(52) Plantation,Nutrient Poor,(1) On-Site,10.83333333,tC/ha/yr,0,tC/ha/yr,9.633333333,kg CH4/ha/yr,2.25,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,N/A,
559,Tropical,Moist,(52) Plantation,Nutrient Poor,(1) On-Site,10.83333333,tC/ha/yr,0,tC/ha/yr,9.633333333,kg CH4/ha/yr,2.25,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,N/A,
560,Tropical,Wet,(52) Plantation,Nutrient Poor,(1) On-Site,10.83333333,tC/ha/yr,0,tC/ha/yr,9.633333333,kg CH4/ha/yr,2.25,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,N/A,
561,Tropical Montane,Dry,(52) Plantation,Nutrient Poor,(1) On-Site,10.83333333,tC/ha/yr,0,tC/ha/yr,9.633333333,kg CH4/ha/yr,2.25,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,N/A,
562,Boreal,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
563,Boreal,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
564,Cool Temperate,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
565,Cool Temperate,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
566,Warm Temperate,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
567,Warm Temperate,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
568,Tropical,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
569,Tropical,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
570,Tropical,Wet,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
571,Tropical Montane,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
572,Boreal,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
573,Boreal,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
574,Cool Temperate,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
575,Cool Temperate,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
576,Warm Temperate,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
577,Warm Temperate,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,7.9,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,13,kg N2O/ha/yr,6.5,9.4,#N/A,#N/A,#N/A,#N/A,8.2,18,
578,Tropical,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
579,Tropical,Moist,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
580,Tropical,Wet,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
581,Tropical Montane,Dry,(5) Perennial Cropland (LUC),Nutrient Poor,(1) On-Site,14,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,6.6,26,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
582,Boreal,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
583,Boreal,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
584,Cool Temperate,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
585,Cool Temperate,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
586,Warm Temperate,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
587,Warm Temperate,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
588,Tropical,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,9.4,tC/ha/yr,0,tC/ha/yr,143.5,kg CH4/ha/yr,0.4,kg N2O/ha/yr,0,20,#N/A,#N/A,63.2,223.7,-0.1,0.8,
589,Tropical,Moist,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,9.4,tC/ha/yr,0,tC/ha/yr,143.5,kg CH4/ha/yr,0.4,kg N2O/ha/yr,0,20,#N/A,#N/A,63.2,223.7,-0.1,0.8,
590,Tropical,Wet,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,9.4,tC/ha/yr,0,tC/ha/yr,143.5,kg CH4/ha/yr,0.4,kg N2O/ha/yr,0,20,#N/A,#N/A,63.2,223.7,-0.1,0.8,
591,Tropical Montane,Dry,(6) Flooded Rice (LUC),Nutrient Poor,(1) On-Site,9.4,tC/ha/yr,0,tC/ha/yr,143.5,kg CH4/ha/yr,0.4,kg N2O/ha/yr,0,20,#N/A,#N/A,63.2,223.7,-0.1,0.8,
592,Boreal,Dry,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,5.7,tC/ha/yr,0,tC/ha/yr,1.4,kg CH4/ha/yr,9.5,kg N2O/ha/yr,2.9,8.6,#N/A,#N/A,-1.6,4.5,4.6,14,
593,Boreal,Moist,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,5.7,tC/ha/yr,0,tC/ha/yr,1.4,kg CH4/ha/yr,9.5,kg N2O/ha/yr,2.9,8.6,#N/A,#N/A,-1.6,4.5,4.6,14,
594,Cool Temperate,Dry,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,4.85,tC/ha/yr,0,tC/ha/yr,1.8,kg CH4/ha/yr,4.3,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,0.72,2.9,1.9,6.8,
595,Cool Temperate,Moist,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,4.85,tC/ha/yr,0,tC/ha/yr,1.8,kg CH4/ha/yr,4.3,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,0.72,2.9,1.9,6.8,
596,Warm Temperate,Dry,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,4.85,tC/ha/yr,0,tC/ha/yr,1.8,kg CH4/ha/yr,4.3,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,0.72,2.9,1.9,6.8,
597,Warm Temperate,Moist,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,4.85,tC/ha/yr,0,tC/ha/yr,1.8,kg CH4/ha/yr,4.3,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,0.72,2.9,1.9,6.8,
598,Tropical,Dry,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,9.6,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,4.5,17,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
599,Tropical,Moist,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,9.6,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,4.5,17,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
600,Tropical,Wet,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,9.6,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,4.5,17,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
601,Tropical Montane,Dry,(7) Grassland (LUC),Nutrient Poor,(1) On-Site,9.6,tC/ha/yr,0,tC/ha/yr,7,kg CH4/ha/yr,5,kg N2O/ha/yr,4.5,17,#N/A,#N/A,#N/A,#N/A,2.3,7.7,
602,Boreal,Dry,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
603,Boreal,Moist,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
604,Cool Temperate,Dry,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
605,Cool Temperate,Moist,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
606,Warm Temperate,Dry,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
607,Warm Temperate,Moist,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
608,Tropical,Dry,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
609,Tropical,Moist,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
610,Tropical,Wet,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
611,Tropical Montane,Dry,(23) Settlement (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
612,Boreal,Dry,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
613,Boreal,Moist,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
614,Cool Temperate,Dry,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
615,Cool Temperate,Moist,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
616,Warm Temperate,Dry,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
617,Warm Temperate,Moist,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
618,Tropical,Dry,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
619,Tropical,Moist,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
620,Tropical,Wet,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
621,Tropical Montane,Dry,(54) OtherLandUse,Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
622,Boreal,Dry,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
623,Boreal,Moist,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
624,Cool Temperate,Dry,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
625,Cool Temperate,Moist,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
626,Warm Temperate,Dry,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
627,Warm Temperate,Moist,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
628,Tropical,Dry,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
629,Tropical,Moist,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
630,Tropical,Wet,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
631,Tropical Montane,Dry,(30) Other Land (LUC),Nutrient Poor,(1) On-Site,0,tC/ha/yr,0,tC/ha/yr,0,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
632,Boreal,Dry,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,41,393,#N/A,#N/A,
633,Boreal,Moist,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,41,393,#N/A,#N/A,
634,Cool Temperate,Dry,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
635,Cool Temperate,Moist,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
636,Warm Temperate,Dry,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
637,Warm Temperate,Moist,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
638,Tropical,Dry,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
639,Tropical,Moist,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
640,Tropical,Wet,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
641,Tropical Montane,Dry,(24) Forest Management (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
642,Boreal,Dry,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,41,393,#N/A,#N/A,
643,Boreal,Moist,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,41,393,#N/A,#N/A,
644,Cool Temperate,Dry,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
645,Cool Temperate,Moist,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
646,Warm Temperate,Dry,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
647,Warm Temperate,Moist,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,217,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,41,393,#N/A,#N/A,
648,Tropical,Dry,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
649,Tropical,Moist,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
650,Tropical,Wet,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
651,Tropical Montane,Dry,(52) Plantation,Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
652,Boreal,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,335,1995,#N/A,#N/A,
653,Boreal,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.12,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.07,0.19,335,1995,#N/A,#N/A,
654,Cool Temperate,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
655,Cool Temperate,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
656,Warm Temperate,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
657,Warm Temperate,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.31,tC/ha/yr,1165,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.19,0.46,335,1995,#N/A,#N/A,
658,Tropical,Dry,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
659,Tropical,Moist,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
660,Tropical,Wet,(4) Annual Cropland (LUC),Nutrient Poor,(2) Off-Site,0,tC/ha/yr,0.82,tC/ha/yr,2259,kg CH4/ha/yr,0,kg N2O/ha/yr,#N/A,#N/A,0.56,1.14,599,3919,#N/A,#N/A,
